neighborhood,property_type,bedrooms,bathrooms,sqft,lot_size,year_built,age,has_garage,has_basement,has_renovation,distance_to_downtown_km,walk_score,latitude,longitude,price
Gastown,Condo,2,1,900,0,1971,54,0,0,1,0.9,91,49.283,-123.1126,677000
Kerrisdale,Townhouse,2,2,1569,2493,1966,59,0,1,0,8.0,45,49.2243,-123.1525,1115000
Yaletown,Condo,1,1,641,0,1942,83,0,0,0,0.6,67,49.2753,-123.1211,677000
Marpole,Condo,1,1,970,0,1940,85,0,0,0,7.2,55,49.2084,-123.1323,463000
Riley Park,Townhouse,2,1,1441,2235,1967,58,0,0,0,5.2,57,49.235,-123.1081,860000
Gastown,House,4,2,2213,3458,1924,101,0,1,1,0.5,100,49.2887,-123.1129,1743000
Shaughnessy,House,4,2,2251,3501,1972,53,1,0,1,4.2,78,49.2443,-123.1383,2368000
Mount Pleasant,Condo,1,1,1071,0,2018,7,1,0,1,4.3,68,49.2535,-123.0919,743000
Killarney,Townhouse,2,1,1422,1481,1957,68,1,0,0,13.3,30,49.2231,-123.0405,585000
Point Grey,House,3,3,2064,5781,1985,40,1,1,0,8.6,35,49.2678,-123.2091,2138000
Sunset,House,5,3,2658,6163,1920,105,1,0,0,7.8,67,49.2187,-123.0978,1329000
Dunbar,Condo,2,1,1031,0,1982,43,0,0,1,10.1,30,49.2491,-123.1861,823000
Kitsilano,Townhouse,3,2,1730,1984,1965,60,1,0,0,4.3,54,49.2729,-123.1634,1147000
Hastings-Sunrise,Condo,2,1,727,0,1988,37,1,0,0,8.1,58,49.2753,-123.0418,487000
Shaughnessy,House,4,3,3074,3314,2024,1,1,1,0,3.5,71,49.2403,-123.1324,3105000
Strathcona,Condo,1,1,956,0,1978,47,0,0,1,3.0,68,49.2815,-123.0859,478000
Kerrisdale,House,5,2,3056,4604,1931,94,0,0,0,7.7,53,49.2295,-123.1572,1943000
Grandview,House,3,3,2323,5898,2006,19,0,1,0,3.8,69,49.2732,-123.073,1720000
Coal Harbour,House,4,3,2807,3838,1946,79,1,0,0,2.2,89,49.2871,-123.1255,1882000
Yaletown,Townhouse,3,2,2134,1443,1936,89,0,0,0,0.5,91,49.2656,-123.1191,1200000
Gastown,Condo,2,1,590,0,1986,39,0,0,0,0.5,85,49.2878,-123.1087,592000
Riley Park,Condo,1,1,644,0,1928,97,0,0,0,4.6,77,49.2414,-123.0994,444000
Kitsilano,Townhouse,3,1,1573,1997,2021,4,0,0,0,5.4,60,49.2758,-123.1676,1225000
Coal Harbour,House,3,2,2848,3679,1974,51,1,0,0,1.0,78,49.2921,-123.1225,2157000
Grandview,Condo,1,1,924,0,2024,1,1,0,1,4.2,66,49.2712,-123.0626,687000
Sunset,Townhouse,3,2,1749,2105,1975,50,1,0,1,7.7,61,49.2177,-123.0964,856000
Fairview,Condo,2,1,1227,0,1995,30,0,0,0,3.6,66,49.2718,-123.1267,889000
Strathcona,Townhouse,3,1,1770,1393,1930,95,0,0,0,5.1,72,49.2717,-123.0871,669000
Gastown,House,3,2,3643,7826,1990,35,0,1,0,0.5,82,49.2881,-123.1037,2678000
Dunbar,House,4,3,1963,5986,1976,49,0,1,0,11.1,33,49.2572,-123.1823,2171000
Dunbar,Condo,2,1,1008,0,1949,76,0,0,1,8.8,39,49.2559,-123.192,773000
Shaughnessy,Townhouse,3,2,1527,2206,1998,27,1,0,0,6.7,54,49.2404,-123.1325,1448000
Kitsilano,Townhouse,3,2,1889,2998,1920,105,0,0,0,5.9,66,49.2678,-123.1758,1158000
Mount Pleasant,Condo,2,1,603,0,1930,95,0,0,0,4.7,70,49.2603,-123.098,578000
Marpole,Townhouse,2,1,1496,2652,1962,63,1,0,0,6.9,58,49.2116,-123.1321,726000
Shaughnessy,Townhouse,3,2,1309,2876,1924,101,0,0,0,5.2,58,49.2466,-123.1418,1275000
Marpole,Condo,1,1,1308,0,2013,12,1,0,0,9.9,34,49.2224,-123.1181,618000
Riley Park,House,5,2,3598,5990,1942,83,1,1,1,7.0,40,49.2404,-123.0974,1533000
Strathcona,Condo,2,1,704,0,1927,98,0,0,0,3.7,64,49.2793,-123.0869,462000
Grandview,Townhouse,2,2,1447,1713,1977,48,1,0,0,6.0,56,49.2698,-123.0696,762000
Gastown,Townhouse,3,2,1814,2736,1960,65,1,0,0,0.5,98,49.2868,-123.0998,934000
Renfrew,Townhouse,3,2,1669,1837,1988,37,0,0,0,9.1,38,49.2477,-123.0491,740000
Kerrisdale,House,4,2,3323,4134,1946,79,0,0,1,9.3,53,49.2363,-123.1532,2053000
Mount Pleasant,Townhouse,2,1,1745,2170,1931,94,1,1,0,3.2,76,49.2634,-123.1011,1089000
Yaletown,Townhouse,3,2,1611,1891,1986,39,0,1,0,0.5,81,49.2742,-123.1202,1343000
Killarney,Condo,2,1,865,0,1932,93,0,0,1,13.2,30,49.2266,-123.0423,352000
Mount Pleasant,Condo,1,1,822,0,1952,73,0,0,1,5.2,58,49.2629,-123.0958,586000
Shaughnessy,House,4,2,1935,4751,1925,100,1,1,1,6.0,47,49.2419,-123.1438,2610000
West End,Condo,1,1,895,0,2013,12,1,0,1,1.7,92,49.2763,-123.1427,769000
Dunbar,House,4,2,2631,3207,1993,32,1,0,0,9.1,50,49.2457,-123.1794,1655000
Oakridge,Townhouse,3,2,1301,1950,1971,54,0,0,0,6.4,52,49.2211,-123.1173,991000
Fairview,Condo,1,1,1207,0,1964,61,0,0,0,1.5,79,49.2519,-123.1347,657000
Strathcona,Condo,1,1,994,0,2007,18,0,1,1,4.9,58,49.2797,-123.0816,413000
Killarney,House,3,3,3226,4616,1991,34,1,0,1,15.2,30,49.2251,-123.0509,1253000
Point Grey,House,4,3,2998,4607,2021,4,1,1,0,10.1,36,49.2658,-123.1951,2502000
Grandview,House,4,3,3450,5903,1930,95,1,1,1,6.1,59,49.2725,-123.0655,1851000
Point Grey,House,4,3,3315,3344,1965,60,0,0,0,8.9,46,49.2633,-123.2086,2144000
Riley Park,House,4,2,4212,7400,1963,62,1,1,0,4.7,54,49.2469,-123.1033,2065000
Sunset,Condo,2,1,1217,0,2013,12,1,0,0,9.2,43,49.2254,-123.0995,618000
Strathcona,Condo,2,1,1359,0,2016,9,0,0,0,2.5,74,49.2669,-123.0846,589000
Gastown,Condo,2,1,721,0,1926,99,1,0,0,2.8,72,49.2797,-123.1065,679000
Fairview,Condo,1,1,938,0,1929,96,1,0,0,2.2,84,49.2649,-123.1345,595000
Point Grey,House,4,2,3565,6047,1955,70,1,1,0,8.7,39,49.274,-123.1996,2663000
Hastings-Sunrise,Townhouse,2,1,2108,1546,2002,23,0,0,1,6.6,54,49.2837,-123.044,714000
Dunbar,Townhouse,2,1,1798,2413,1998,27,0,1,1,9.6,45,49.2491,-123.1984,1334000
Strathcona,Townhouse,3,1,1784,1778,1977,48,0,0,0,1.7,83,49.2735,-123.0792,771000
Marpole,House,5,2,3532,7222,2018,7,0,1,1,9.6,46,49.2101,-123.1333,1469000
Sunset,Townhouse,2,1,1877,2360,2012,13,0,0,0,10.6,43,49.2236,-123.0987,787000
Yaletown,Townhouse,2,2,1165,1339,1997,28,0,0,0,2.4,74,49.2728,-123.1259,977000
Yaletown,House,4,2,4500,4374,1978,47,1,1,0,0.5,71,49.2667,-123.125,2623000
Coal Harbour,Townhouse,2,1,1472,2626,1988,37,0,0,0,0.5,85,49.2957,-123.1226,1514000
Marpole,House,4,2,2525,6718,1926,99,1,1,1,8.7,53,49.2182,-123.1416,1283000
Renfrew,House,5,2,2014,7686,2005,20,1,1,0,10.4,41,49.2591,-123.0403,1310000
Shaughnessy,Townhouse,3,1,2159,1219,1992,33,0,0,0,6.4,66,49.2367,-123.1369,1460000
Kitsilano,House,3,2,2651,5348,1975,50,1,1,0,5.4,64,49.2788,-123.1697,2153000
Point Grey,House,4,3,3228,3042,1934,91,0,0,0,7.3,59,49.266,-123.2056,2440000
Riley Park,Townhouse,2,2,1520,1507,1934,91,1,0,0,6.3,62,49.2392,-123.1037,948000
Shaughnessy,House,3,3,2930,7073,1925,100,1,1,0,8.0,55,49.2414,-123.136,2349000
Kerrisdale,House,4,3,4500,4513,1969,56,0,1,0,8.7,33,49.2391,-123.1616,2457000
Hastings-Sunrise,Condo,1,1,1016,0,2017,8,1,0,1,4.7,67,49.2773,-123.0482,506000
Kitsilano,Condo,1,1,997,0,1976,49,0,0,1,3.3,84,49.2677,-123.1728,864000
Grandview,House,3,2,2409,4413,1923,102,1,1,1,5.9,58,49.2801,-123.0773,1505000
Kitsilano,Townhouse,3,2,1527,2698,1949,76,1,0,1,6.6,54,49.2726,-123.1652,1122000
Marpole,Condo,1,1,962,0,1935,90,1,0,0,7.5,40,49.2059,-123.1264,547000
Sunset,Townhouse,2,1,1599,2306,1927,98,0,0,0,8.7,39,49.2336,-123.0946,624000
Yaletown,Townhouse,3,2,1457,1287,1959,66,0,0,0,0.9,83,49.2796,-123.1185,1060000
Shaughnessy,Townhouse,3,1,1000,2267,2013,12,1,0,1,6.2,63,49.2454,-123.1369,1597000
Kitsilano,House,3,2,2946,3441,1955,70,0,1,0,5.1,74,49.2796,-123.1696,1709000
Riley Park,House,5,2,2588,3706,1959,66,0,1,1,7.7,54,49.2449,-123.0956,1477000
Mount Pleasant,House,4,3,3374,5606,2020,5,1,0,1,6.1,41,49.2615,-123.0932,1776000
Dunbar,House,3,2,2832,6026,1946,79,1,0,0,8.4,47,49.2394,-123.1879,1708000
Gastown,Townhouse,2,2,1910,1431,1924,101,0,0,1,0.7,86,49.2862,-123.1116,900000
Gastown,Townhouse,2,1,1585,1811,1956,69,0,0,1,1.3,85,49.2878,-123.1065,859000
Gastown,Townhouse,3,2,1462,1988,1932,93,0,1,0,2.0,83,49.2878,-123.1131,970000
West End,House,3,3,3924,6154,1992,33,1,1,0,2.2,82,49.2833,-123.1351,2133000
Gastown,House,5,2,3239,3725,1997,28,1,0,1,0.5,100,49.2811,-123.1072,1946000
Gastown,Condo,1,1,990,0,2009,16,0,0,1,3.2,69,49.2897,-123.1097,694000
Yaletown,Condo,1,1,691,0,2002,23,0,0,0,2.1,73,49.276,-123.1215,676000
Kerrisdale,Condo,1,1,868,0,1934,91,0,0,1,6.5,72,49.2285,-123.148,860000
Riley Park,House,5,2,3918,3218,2003,22,1,1,0,4.4,82,49.241,-123.1,1945000
Mount Pleasant,Condo,2,1,1121,0,1936,89,0,0,1,3.6,66,49.2578,-123.1034,806000
Sunset,House,5,3,2544,7910,1996,29,0,1,0,11.1,55,49.2204,-123.0894,1287000
Shaughnessy,House,5,2,3261,4203,1920,105,0,1,1,5.3,65,49.239,-123.1343,2553000
Gastown,Condo,2,1,749,0,1982,43,0,0,0,0.5,84,49.2861,-123.1058,673000
Riley Park,House,3,2,3006,6296,2009,16,1,1,0,5.7,62,49.2548,-123.1128,1756000
Mount Pleasant,Condo,1,1,1040,0,1992,33,1,0,0,4.5,63,49.2643,-123.1036,656000
Renfrew,House,3,3,3509,6956,1965,60,0,1,0,9.3,44,49.2541,-123.046,1531000
Sunset,Townhouse,3,2,1188,2340,1996,29,0,0,0,9.1,51,49.2295,-123.0895,655000
Fairview,Condo,2,1,866,0,1934,91,0,0,1,2.4,82,49.2696,-123.1331,850000
Kerrisdale,Condo,2,1,762,0,1968,57,0,0,0,8.1,57,49.24,-123.1529,735000
Gastown,Townhouse,3,1,1772,1818,1933,92,0,0,0,1.1,88,49.2831,-123.1034,962000
Marpole,Townhouse,3,2,1422,2837,1956,69,0,0,1,7.9,50,49.2135,-123.1348,737000
Yaletown,Condo,2,1,1158,0,1983,42,1,1,0,0.5,84,49.2781,-123.1252,1043000
Gastown,House,5,3,2775,4034,2009,16,1,1,1,0.5,84,49.2859,-123.118,1787000
Coal Harbour,House,4,3,2863,5083,1965,60,1,1,0,0.5,92,49.2941,-123.1219,2314000
Yaletown,House,4,2,3872,6589,1950,75,1,1,0,1.2,82,49.2783,-123.1208,2186000
Kerrisdale,Condo,1,1,1036,0,2013,12,0,0,0,9.3,45,49.2357,-123.1556,828000
Marpole,Condo,1,1,1026,0,1925,100,0,0,0,7.1,51,49.2077,-123.1268,457000
Grandview,House,4,3,3380,3573,1950,75,1,0,0,4.9,71,49.2832,-123.0667,1563000
Dunbar,Condo,2,1,833,0,1996,29,0,0,0,9.8,35,49.2411,-123.1868,653000
Marpole,Condo,2,1,1006,0,1996,29,1,0,1,7.7,51,49.2088,-123.1259,642000
Fairview,House,5,3,2799,3124,1992,33,0,0,0,4.4,68,49.2577,-123.1275,1833000
Grandview,House,3,3,3530,7683,1955,70,1,1,0,5.5,69,49.2711,-123.0643,1805000
Marpole,House,5,2,2958,3650,1980,45,1,1,0,9.3,34,49.2084,-123.1231,1423000
Marpole,House,4,2,2861,6001,1972,53,1,1,0,7.6,45,49.215,-123.1182,1441000
Shaughnessy,Condo,1,1,818,0,1999,26,0,0,0,7.1,47,49.2563,-123.1363,975000
Shaughnessy,Townhouse,3,2,1943,1416,1923,102,0,0,1,5.8,73,49.2392,-123.1439,1560000
Point Grey,Condo,2,1,1011,0,1946,79,0,0,1,8.4,40,49.2647,-123.2034,936000
Grandview,Condo,1,1,1179,0,1941,84,0,0,0,4.1,64,49.2841,-123.0787,655000
Gastown,Townhouse,2,2,1554,2767,1937,88,0,0,1,2.3,73,49.2883,-123.0973,965000
Point Grey,Condo,1,1,844,0,1945,80,0,0,0,8.8,33,49.2715,-123.1997,698000
West End,Townhouse,2,1,1277,1283,1979,46,1,0,1,0.5,93,49.2827,-123.1358,1153000
Kerrisdale,House,4,3,3400,5123,1988,37,1,1,1,9.8,38,49.2334,-123.154,2403000
Grandview,Condo,1,1,697,0,2020,5,1,0,0,3.6,73,49.269,-123.0669,534000
Oakridge,Townhouse,3,2,1409,2618,1923,102,0,0,0,5.5,65,49.2352,-123.1164,974000
Shaughnessy,Condo,2,1,872,0,1952,73,1,0,0,6.2,60,49.2456,-123.1318,919000
Kitsilano,House,3,2,2580,6654,1968,57,0,0,1,6.0,47,49.265,-123.1613,1765000
Strathcona,Condo,1,1,842,0,1930,95,0,0,0,2.4,72,49.2637,-123.0918,411000
Kerrisdale,Townhouse,2,1,1403,1715,1956,69,0,0,0,9.1,36,49.2304,-123.149,964000
Fairview,Condo,2,1,837,0,1941,84,0,0,0,1.3,83,49.254,-123.1314,699000
Riley Park,Condo,2,1,738,0,2020,5,0,0,1,4.3,79,49.2429,-123.1113,677000
Fairview,Condo,1,1,1223,0,1982,43,1,0,0,1.3,82,49.2634,-123.1265,757000
Kitsilano,Condo,1,1,450,0,1920,105,0,0,0,6.2,55,49.2681,-123.1695,630000
Fairview,Condo,2,1,987,0,2007,18,0,0,0,1.1,87,49.269,-123.1173,896000
Kerrisdale,House,5,3,3342,4934,1967,58,0,1,1,8.1,51,49.2417,-123.1636,2338000
Mount Pleasant,Condo,1,1,725,0,1966,59,0,0,0,3.5,85,49.2637,-123.1137,620000
Mount Pleasant,Condo,2,1,1147,0,2011,14,1,0,1,4.4,84,49.2578,-123.0969,862000
Fairview,Townhouse,3,2,1782,2312,2003,22,0,0,1,1.0,89,49.2688,-123.1257,1161000
West End,Townhouse,2,2,1465,2153,2013,12,1,0,0,1.7,94,49.2819,-123.1369,1023000
Renfrew,House,4,3,2991,5134,2007,18,1,1,0,10.6,34,49.2516,-123.0476,1578000
Oakridge,Condo,1,1,950,0,1931,94,1,0,0,5.3,62,49.2255,-123.1152,672000
Kerrisdale,House,4,2,1983,6812,1995,30,1,1,1,9.7,30,49.2322,-123.1504,2080000
Hastings-Sunrise,Townhouse,3,2,1434,2193,2004,21,0,0,0,6.0,55,49.2756,-123.0438,740000
Fairview,Townhouse,2,2,1707,2029,1942,83,0,0,0,2.4,74,49.2638,-123.1247,918000
Coal Harbour,House,3,2,3293,7237,1941,84,0,0,1,0.8,86,49.2986,-123.1174,2710000
Kitsilano,Townhouse,3,1,1650,1508,2001,24,0,0,1,6.5,73,49.2676,-123.1655,1207000
Yaletown,Townhouse,2,2,2037,2850,2007,18,1,0,0,0.8,84,49.2726,-123.1226,1462000
Yaletown,Condo,2,1,553,0,1979,46,0,0,1,1.8,85,49.2754,-123.119,768000
Yaletown,Condo,1,1,837,0,1973,52,0,0,0,1.4,94,49.2717,-123.1097,720000
Sunset,Townhouse,3,1,1783,1267,1944,81,0,1,0,10.8,62,49.2251,-123.0845,649000
Shaughnessy,House,4,3,4500,6985,2024,1,0,1,0,7.7,72,49.2462,-123.139,3036000
Marpole,Condo,2,1,1012,0,1983,42,0,0,1,8.7,44,49.2079,-123.1255,538000
Yaletown,Condo,2,1,450,0,1997,28,0,0,0,0.5,77,49.2797,-123.1162,669000
Yaletown,Townhouse,2,2,1451,2748,1990,35,0,0,1,0.5,81,49.2757,-123.1161,1231000
Hastings-Sunrise,Townhouse,3,1,1000,1638,2010,15,0,0,1,7.0,61,49.2806,-123.0433,714000
Dunbar,Condo,1,1,1034,0,1977,48,0,1,0,9.7,44,49.2479,-123.1905,749000
Renfrew,Townhouse,3,1,2154,2295,1927,98,0,0,0,10.0,41,49.2541,-123.041,688000
Oakridge,Condo,1,1,1092,0,1946,79,1,0,0,7.3,39,49.2242,-123.1224,657000
Strathcona,Condo,2,1,690,0,2015,10,0,0,0,3.2,71,49.2862,-123.0834,417000
Mount Pleasant,Condo,2,1,1107,0,1996,29,0,0,1,2.5,81,49.2716,-123.1016,869000
Mount Pleasant,House,3,3,2169,4396,1961,64,1,1,0,3.0,74,49.2651,-123.0949,1388000
Hastings-Sunrise,House,5,2,3883,7457,1941,84,1,0,0,6.1,49,49.2849,-123.0446,1300000
Strathcona,Condo,1,1,791,0,1998,27,0,0,1,2.7,64,49.2833,-123.0878,362000
Kerrisdale,House,3,3,3463,3322,1938,87,1,0,0,9.5,35,49.2296,-123.1506,2154000
Coal Harbour,Condo,1,1,1126,0,1951,74,0,0,0,0.5,76,49.3017,-123.1224,888000
Oakridge,Condo,1,1,1015,0,2019,6,1,0,1,5.5,64,49.2275,-123.1104,899000
Fairview,Townhouse,3,1,1972,2750,2015,10,0,0,1,3.1,74,49.2637,-123.1297,1169000
Grandview,Townhouse,2,2,1252,1227,1945,80,0,0,0,5.5,65,49.2778,-123.0711,753000
Marpole,Condo,1,1,1210,0,1960,65,1,0,0,8.1,60,49.2157,-123.13,447000
Kerrisdale,Townhouse,3,2,1765,1904,1951,74,0,0,1,8.9,52,49.2353,-123.158,1324000
Oakridge,Townhouse,2,1,1378,1824,1958,67,0,0,0,8.0,59,49.2185,-123.128,934000
Marpole,Condo,2,1,1018,0,1963,62,0,0,1,8.6,44,49.2145,-123.1264,487000
Coal Harbour,Townhouse,2,1,2029,2964,1977,48,0,0,0,0.7,85,49.2843,-123.1185,1449000
Mount Pleasant,Condo,1,1,988,0,1992,33,0,0,0,3.7,67,49.2567,-123.1019,659000
Sunset,Condo,2,1,1258,0,1936,89,0,0,0,9.5,36,49.2236,-123.087,506000
Fairview,House,3,2,2773,4820,1980,45,1,1,0,2.4,77,49.2577,-123.1302,2041000
West End,House,4,3,1800,3816,1933,92,1,1,1,2.9,75,49.2827,-123.1385,1761000
Fairview,Condo,1,1,687,0,2020,5,0,0,1,2.5,89,49.2669,-123.1285,701000
Sunset,Condo,2,1,886,0,1970,55,0,0,1,8.1,61,49.2132,-123.092,542000
Hastings-Sunrise,Condo,1,1,629,0,1982,43,0,0,0,5.5,68,49.276,-123.0329,408000
Kitsilano,Townhouse,2,2,1103,2308,1953,72,0,0,0,6.2,67,49.2703,-123.1609,907000
Renfrew,House,5,2,3275,3745,1942,83,0,1,0,8.9,44,49.2561,-123.0332,1279000
Killarney,Townhouse,3,1,2200,2661,2014,11,1,0,0,12.6,36,49.2256,-123.0437,874000
Yaletown,Townhouse,3,1,1810,2545,2014,11,0,0,0,0.6,79,49.2708,-123.1185,1320000
Kitsilano,House,3,3,4033,6329,1947,78,0,0,0,4.1,66,49.2704,-123.174,1952000
Renfrew,Townhouse,3,2,1400,2590,1985,40,0,0,0,10.7,33,49.2527,-123.0476,639000
Oakridge,Townhouse,3,2,1674,2157,2007,18,0,0,0,6.5,54,49.2272,-123.1174,1342000
Grandview,Townhouse,2,1,1865,1968,1938,87,0,0,0,4.5,68,49.2662,-123.0682,869000
Point Grey,Townhouse,3,2,1703,2195,1940,85,0,0,0,9.2,51,49.274,-123.1958,1207000
West End,House,3,2,3995,5368,1935,90,0,1,0,0.5,100,49.2815,-123.1426,2179000
Killarney,Townhouse,3,2,1598,1595,1943,82,1,0,0,13.0,30,49.2295,-123.0486,714000
Grandview,Condo,1,1,608,0,1953,72,0,0,0,5.6,46,49.2744,-123.0646,481000
Shaughnessy,Condo,2,1,1049,0,1959,66,1,0,1,5.6,52,49.2392,-123.1415,1074000
Renfrew,House,3,3,3027,4996,2013,12,0,1,0,10.6,43,49.253,-123.0523,1200000
Sunset,Condo,1,1,745,0,1981,44,0,0,1,11.0,30,49.2171,-123.0946,396000
Point Grey,Townhouse,2,1,1855,2729,1951,74,0,0,0,9.7,48,49.2629,-123.2,1339000
Gastown,Condo,2,1,1135,0,1968,57,0,0,1,0.5,83,49.2874,-123.1088,757000
Gastown,House,4,3,4223,7986,1958,67,1,1,0,0.9,71,49.2813,-123.113,1906000
Fairview,Condo,2,1,1351,0,1967,58,0,0,1,4.3,62,49.2684,-123.1285,742000
Yaletown,Townhouse,2,1,1379,2810,1994,31,0,0,0,1.0,81,49.2728,-123.1235,1236000
Oakridge,Condo,1,1,1133,0,1987,38,0,1,0,7.2,57,49.2274,-123.1215,804000
Riley Park,Condo,2,1,1150,0,1992,33,1,0,0,5.7,79,49.2471,-123.1023,691000
Fairview,Condo,1,1,1321,0,1988,37,0,1,1,2.1,61,49.253,-123.1344,954000
West End,House,4,3,3149,5234,1947,78,1,1,0,2.4,58,49.2811,-123.1433,1795000
Point Grey,Condo,2,1,1199,0,2002,23,1,0,0,7.8,45,49.2714,-123.1924,952000
Renfrew,Townhouse,3,1,1668,2313,1959,66,1,0,1,11.1,30,49.2564,-123.0418,664000
Gastown,Condo,2,1,917,0,1969,56,1,0,0,0.6,81,49.2838,-123.1051,695000
Kitsilano,Condo,1,1,1124,0,1998,27,0,0,1,6.4,62,49.2696,-123.1633,718000
Sunset,Townhouse,2,1,1492,1944,2020,5,1,0,1,9.5,38,49.2232,-123.097,777000
Renfrew,Condo,2,1,789,0,1931,94,1,0,0,9.0,54,49.2511,-123.0482,456000
Marpole,Condo,2,1,1181,0,1980,45,0,1,1,9.6,62,49.2109,-123.1255,616000
Point Grey,House,4,3,3804,3622,1993,32,0,0,0,9.3,44,49.2598,-123.1987,2218000
Yaletown,House,3,3,3655,6937,1949,76,0,1,1,0.7,91,49.2675,-123.1253,2448000
Marpole,Townhouse,3,2,1836,2817,2013,12,1,0,0,9.2,30,49.2088,-123.1267,894000
Hastings-Sunrise,Condo,2,1,870,0,1990,35,0,0,1,7.7,49,49.2725,-123.0484,514000
Gastown,Townhouse,2,2,1362,2730,1949,76,0,0,0,0.5,100,49.2764,-123.1129,951000
Hastings-Sunrise,Townhouse,3,2,1375,1362,1999,26,1,0,0,7.7,42,49.2857,-123.0557,757000
Riley Park,Condo,1,1,1299,0,1923,102,0,0,0,6.6,63,49.2407,-123.0981,632000
Renfrew,Condo,1,1,878,0,1970,55,1,0,0,10.2,42,49.2527,-123.0511,429000
Strathcona,Condo,2,1,1336,0,2011,14,1,0,0,3.5,57,49.2755,-123.0848,588000
Mount Pleasant,Townhouse,2,1,1517,2274,1923,102,0,0,0,3.6,68,49.2585,-123.1033,852000
Fairview,House,3,2,3393,3448,1942,83,0,1,1,4.2,61,49.2697,-123.1298,1905000
Kitsilano,Townhouse,3,2,1424,1445,1938,87,0,0,0,4.7,63,49.2821,-123.1626,1001000
Gastown,Townhouse,2,2,1921,1419,2015,10,0,0,0,1.2,72,49.283,-123.1,919000
Kitsilano,Condo,2,1,633,0,2011,14,0,0,0,6.7,54,49.2739,-123.1695,658000
Gastown,Townhouse,2,2,1378,1368,1943,82,0,0,0,0.5,78,49.2798,-123.1057,918000
Killarney,House,5,3,3605,4795,1960,65,1,0,0,13.7,38,49.2296,-123.0382,1301000
Strathcona,House,3,3,2966,6141,1923,102,1,1,0,2.8,79,49.2719,-123.0911,1341000
West End,Condo,1,1,1081,0,1942,83,0,0,0,0.6,75,49.2877,-123.1343,707000
Point Grey,Condo,2,1,930,0,1963,62,0,0,0,9.8,53,49.2676,-123.2106,779000
Marpole,Townhouse,3,2,1988,1688,1930,95,1,0,0,9.3,48,49.2197,-123.1316,823000
Riley Park,Condo,1,1,839,0,1993,32,0,0,0,5.5,41,49.2402,-123.1035,442000
Renfrew,House,3,2,2223,4762,1944,81,1,1,1,9.5,38,49.2583,-123.0415,1159000
Oakridge,Condo,2,1,777,0,2007,18,0,0,0,6.9,40,49.2253,-123.119,642000
Point Grey,Townhouse,3,1,1648,1535,1952,73,0,0,0,7.8,36,49.2703,-123.2016,1384000
Fairview,House,3,3,2967,7838,1940,85,1,0,0,3.4,78,49.2625,-123.1262,1820000
Killarney,House,3,3,3095,5309,1930,95,1,1,1,11.7,39,49.2215,-123.0449,1286000
Point Grey,House,3,2,3528,5702,1936,89,1,0,0,10.1,34,49.2762,-123.1929,2122000
Killarney,Townhouse,2,2,1477,2227,1991,34,1,0,0,13.4,30,49.2182,-123.0423,711000
Sunset,Townhouse,2,1,1667,1475,1957,68,0,0,0,9.0,37,49.2247,-123.0837,657000
Coal Harbour,Condo,2,1,918,0,1956,69,1,0,1,2.1,85,49.2977,-123.1217,1022000
Mount Pleasant,Condo,2,1,1046,0,1970,55,0,0,0,4.5,62,49.2665,-123.1002,654000
Riley Park,Townhouse,2,1,1469,1328,1957,68,0,0,0,4.6,53,49.2454,-123.0954,724000
Grandview,House,5,2,2586,7209,1990,35,1,0,1,5.1,57,49.2773,-123.0627,1681000
Killarney,Condo,1,1,543,0,2002,23,0,0,0,12.8,30,49.2257,-123.0516,369000
West End,Condo,2,1,450,0,1984,41,0,0,0,0.5,82,49.2812,-123.132,674000
Kitsilano,Condo,2,1,961,0,1954,71,0,0,0,6.5,57,49.2613,-123.1688,716000
Yaletown,Townhouse,2,2,1307,1561,1959,66,0,0,0,1.1,70,49.2801,-123.1191,978000
Oakridge,Condo,2,1,981,0,2006,19,0,0,1,7.6,44,49.2306,-123.1152,849000
Gastown,Condo,2,1,777,0,1922,103,1,0,1,1.9,96,49.2824,-123.1026,695000
Oakridge,Townhouse,2,1,1626,2161,1941,84,1,0,0,4.9,64,49.2237,-123.1265,1037000
Dunbar,House,3,3,2856,3398,1968,57,1,0,1,11.0,37,49.2485,-123.1803,2156000
Shaughnessy,Townhouse,3,2,1772,1860,1994,31,0,0,1,7.6,53,49.2346,-123.1419,1578000
Strathcona,Condo,1,1,1198,0,2014,11,0,0,0,3.3,79,49.2799,-123.0879,499000
Renfrew,House,5,2,4500,6974,1969,56,0,0,0,11.6,47,49.2579,-123.0439,1184000
Riley Park,House,5,3,3249,4155,1976,49,1,1,0,8.0,59,49.2469,-123.0991,1643000
Shaughnessy,Townhouse,2,2,1248,1679,1972,53,0,0,0,6.8,49,49.2481,-123.1355,1129000
Marpole,Townhouse,2,2,1374,2091,2016,9,0,0,0,8.9,36,49.2057,-123.1331,724000
Coal Harbour,Condo,1,1,914,0,2024,1,1,0,0,1.1,85,49.28,-123.1276,1059000
West End,Condo,1,1,857,0,2023,2,0,0,0,0.5,98,49.2887,-123.1306,770000
Oakridge,House,5,2,3940,7825,2020,5,1,1,0,7.6,49,49.2314,-123.117,2273000
Renfrew,Condo,1,1,813,0,2001,24,0,0,0,10.3,42,49.2486,-123.0349,397000
Fairview,House,3,2,3244,5010,2008,17,0,0,0,4.2,56,49.2716,-123.1292,1934000
